fLength;fWidth;fSize;fConc;fConc1;fAsym;fM3Long;fM3Trans;fAlpha;fDist;class
247.397;147.389;25.112;0.41600000000000004;0.2265;196.848;-91.181;84.874;254.671;111.68;g
230.372;201.236;26.425;0.41;0.2335;48.559;126.459;91.704;825.069;214.023;g
368.182;143.749;28.615;0.2916;0.1479;285.125;108.911;8.699;14.32;192.916;g
127.568;115.659;21.287;0.7063;0.4052;-154.452;92.566;57.565;16.342;93.382;g
464.559;18.914;30.592;0.2906;0.1802;270.942;361.971;156.024;35.737;19.425.400.000.000.000;g
382.274;284.006;34.285;0.2248;0.1333;221.812;-97.717;183.274;458.891;790.123;g
803.285;275.933;26.571;0.293;0.1487;-33.319;-921.459;277.196;66.855;189.856;g
261.559;99.788;23.701;0.5416;0.2921;296.682;219.484;59.681;61.282;952.881;g
603.633;244.712;27.760.000.000.000.000;0.2379;0.1248;-469.541;-353.547;-161.686;9.802;12.184.100.000.000.000;g
635.718;190.992;26.263;0.3499;0.195;699.826;613.155;195.514;110.676;12.846.200.000.000.000;g
230.256;132.356;24.857;0.5131;0.3121;53.137;171.076;-91.623;173.342;189.92;g
958.777;347.056;38.521;0.1568;0.0846;-430.463;43.099;-125.475;13.969.999.999.999.900;336.647;g
11.709.200.000.000.000;590.426;43.359;0.0683;0.036000000000000004;415.273;101.324;260.315;17.267;279.212;g
914.256;247.124;32.034;0.2291;0.1218;74.172;643.386;-97.363;2.158;346.778;g
218.049;90.505;23.054;0.6287;0.3441;45.959;-160.107;-107.749;60.775;589.665;g
786.274;226.585;32.048;0.1548;0.0808;834.542;576.317;145.411;34.898;203.78;g
225.607;194.423;27.033;0.3881;0.2069;334.041;67.109;-100.662;0.1159;170.835;g
332.355;144.987;26.776;0.3782;0.2048;-192.765;-246.397;14.064;73.870.000.000.000.000;188.726;g
366.969;201.094;27.582;0.2757;0.1492;338.705;-228.432;107.475;4.74;171.47;g
262.043;129.114;2.541;0.4201;0.223;125.341;159.001;-76.706;32.021;224.736;g
210.856;121.771;23.901;0.4847;0.2505;0.2602;-101.415;-100.102;4.209;179.37;g
377.037;158.391;27.585;0.3784;0.1997;173.708;234.775;-106.879;22.764;154.653;g
653.585;225.124;34.736;0.2205;0.1356;263.084;729.635;-141.267;2.929;20.618.900.000.000.000;g
195.014;124.493;23.531;0.5322;0.2993;31.483;-12.526;-101.548;27.644.000.000.000.000;21.481.400.000.000.000;g
246.256;204.027;27.742;0.3583;0.1825;0.7576;216.776;131.129;293.898;163.495;g
266.852;127.904;25.804;0.4074;0.2457;147.713;116.301;8.545;1.048;16.462.099.999.999.900;g
540.435;156.395;2.891;0.3252;0.1677;348.228;493.437;123.841;90.974;281.65;g
191.636;99.135;23.711;0.6851;0.4277;43.343;-144.368;49.822;246.194;228.02;g
382.839;209.862;29.722;0.2516;0.1434;89.897;-18.645;-98.651;8.648;233.979;g
478.645;155.711;28.228;0.2466;0.1406;-838.142;321.168;-89.144;5.359;257.75;g
351.579;161.087;26.279;0.3039;0.1708;389.387;23.953.000.000.000.000;14.975;26.246;188.231;g
244.525;14.862;26.069;0.3659;0.1916;43.642;145.893;-30.224;436.236;508.796;g
41.121;202.472;27.889;0.2569;0.1439;90.304;-226.301;-11.617;60.005;233.69;g
244.523;98.128;24.322;0.5693;0.3604;-87.205;-17.829;-84.405;19.570.999.999.999.900;175.644;g
219.224;203.847;26.656;0.3758;0.2041;136.682;95.162;41.968;63.492;18.421.400.000.000.000;g
184.188;104.122;23.032;0.5871;0.306;234.078;96.154;49.907;45.866;205.73;g
309.768;125.732;26.972;0.4458;0.262;269.816;264.698;97.728;10.829;182.342;g
378.481;137.118;27.312;0.3083;0.1643;161.646;-195.817;117.511;31.288;19.893.599.999.999.900;g
106.75;280.085;33.472;0.1488;0.0762;118.458;898.588;117.438;3.972;298.142;g
129.782;111.038;22.467;0.7479;0.4391;-144.023;6.747.000.000.000.000;-100.441;0.131;649.302;g
24.908;208.785;24.639;0.3814;0.2045;142.823;-168.727;81.076;0.8302;25.427.900.000.000.000;g
59.396;206.391;23.927;0.5263;0.2652;-653.947;-512.413;-175.809;37.841;450.402;g
215.414;189.129;23.569.999.999.999.900;0.4484;0.2352;-338.134;181.741;121.865;42.731;892.668;g
459.781;233.336;32.887;0.2006;0.1016;161.487;413.144;-187.149;31.102;151.55;g
844.865;422.682;36.857;0.2056;0.1034;-318.597;153.222;-325.168;79.479;391.875;g
196.808;116.456;2.301;0.61;0.3525;-114.491;-192.358;-5.561;129.151;18.806.099.999.999.900;g
217.041;108.242;21.790.000.000.000.000;0.5629;0.3212;-215.337;-194.076;-107.244;5.904;18.750.599.999.999.900;g
255.169;70.857;24.082;0.6679999999999999;0.4121;90.383;95.293;5.747.000.000.000.000;11.804;191.668;g
292.376;181.419;27.122;0.3337;0.1678;428.964;3.665;-90.457;45.201;133.308;g
618.059;21.566;33.999;0.1903;0.0958;228.165;340.096;-84.499;3.415;238.553;g
240.731;153.635;26.660.000.000.000.000;0.3862;0.1931;93.779;101.588;-131.544;0.132;146.121;g
770.229;250.324;32.476;0.2482;0.1496;-60.278;519.473;-145.936;41.493;270.595;g
273.463;160.693;26.064;0.3144;0.1597;-262.384;-145.259;-114.329;8.19;125.036;g
357.459;151.771;27.619;0.3253;0.18600000000000003;-36.735;222.786;62.145;12.204;176.108;g
230.655;139.736;25.353;0.4985;0.3192;26.213;179.471;-111.258;0.922;161.347;g
675.051;231.203;32.704;0.1722;0.0968;-709.662;-331.323;142.615;4.18;270.557;g
214.986;106.731;22.672;0.5676;0.2892;5.063;-173.599;-73.988;66.566;164.392;g
305.986;10.799.000.000.000.000;25.276;0.4273;0.2389;176.776;-175.384;96.167;25.729;184.855;g
81.382;304.853;3.786;0.1688;0.0862;-569.508;676.181;162.233;29.274;284.594;g
337.942;232.233;2.989;0.24;0.1236;121.364;-177.621;124.597;12.603;150.142;g
413.305;150.596;2.799;0.3733;0.2089;16.657;364.331;-0.5875;9.116;183.476;g
659.081;274.018;30.569;0.2465;0.1355;401.205;594.037;-59.048;173.988;274.022;g
521.761;199.142;27.828;0.3545;0.1822;558.272;417.952;9.486;119.522;208.072;g
968.654;482.873;41.929;0.0759;0.038;842.547;860.432;306.748;0.6288;214.293;g
261.174;221.306;27.642;0.3201;0.1609;66.033;-148.471;-199.356;173.124;243.362;g
265.659;93.013;24.273;0.5084;0.2897;109.904;-130.942;48.926;56.489;177.454;g
368.728;330.103;34.899;0.1958;0.1015;218.712;171.648;-116.833;22.961;116.492;g
197.455;72.753;21.508;0.7703;0.4064;-40.446;109.442;-48.256;32.467;18.859.099.999.999.900;g
930.081;346.534;39.308;0.1391;0.0734;481.785;757.582;-212.368;13.818;333.718;g
578.276;217.883;31.697;0.2327;0.1377;337.419;495.686;147.685;1.965;24.386.599.999.999.900;g
360.738;126.927;25.563;0.375;0.2458;386.242;264.191;89.849;258.637;138.004;g
313.357;201.946;26.395;0.3394;0.2122;-206.961;-161.377;-11.32;260.319;188.168;g
87.257;232.826;30.183;0.2167;0.1146;-314.565;687.719;-44.924;23.986;297.909;g
431.642;196.792;29.015;0.2459;0.1286;436.493;321.716;-13.947.000.000.000.000;114.188;176.62;g
310.864;185.673;26.767;0.4168;0.2768;175.192;24.088;166.905;320.528;144.293;g
177.895;105.909;23.483;0.6143;0.3341;215.665;108.736;50.219;13.325;208.15;g
270.561;134.792;2.616;0.4794;0.2869;-76.385;-200.816;-98.318;14.852;17.168.900.000.000.000;g
338.773;14.58;26.355;0.3912;0.2141;227.858;24.105.999.999.999.900;131.553;17.282;20.859.900.000.000.000;g
39.745;144.763;27.255;0.3443;0.2004;525.721;203.876;62.605;232.283;149.83;g
420.233;286.937;30.404;0.1868;0.1061;326.467;272.874;20.156;160.801;126.656;g
319.573;110.175;26.542;0.5166;0.3093;205.348;264.456;117.149;40.232;186.821;g
786.512;310.313;32.848;0.1744;0.0927;818.203;763.706;32.684;92.693;263.055;g
207.334;71.075;20.737;0.7342;0.384;-231.141;-117.531;59.262;0.20800000000000002;211.141;g
217.358;105.355;22.695;0.5753;0.293;175.263;168.871;-47.663;411.555;802.342;g
206.022;194.903;26.196;0.4538;0.2653;145.461;-101.745;131.955;896.589;19.711.700.000.000.000;g
264.178;162.443;23.979;0.424;0.242;-338.101;-147.074;-98.047;52.269;108.745;g
279.238;204.816;27.189;0.2904;0.14800000000000002;-219.961;176.725;-72.268;814.656;621.731;g
20.947;12.872;23.375;0.4828;0.24600000000000002;182.173;45.452;-39.038;344.932;100.973;g
238.479;121.111;25.145;0.4404;0.2217;72.266;45.911;59.242;114.981;218.958;g
273.084;21.357;26.101;0.3018;0.1509;-185.946;146.071;164.383;381.711;12.334.299.999.999.900;g
259.452;157.109;2.57;0.4603;0.2921;321.805;134.379;-108.505;24.248;23.853.799.999.999.900;g
588.799;170.451;28.774;0.2507;0.1267;-58.515;469.975;-144.734;2.622;246.013;g
127.005;116.757;20.846;0.7078;0.3909;156.953;-92.572;88.155;18.557.000.000.000.000;17.424.599.999.999.900;g
368.834;12.123;28.149;0.4165;0.2351;307.446;301.455;100.321;11.687;18.947.799.999.999.900;g
518.897;254.177;31.181;0.2301;0.11699999999999999;-666.358;393.683;200.536;1.075;274.19;g
321.942;154.169;28.058;0.3253;0.179;-49.948;-9.731;-96.865;196.058;155.657;g
437.671;297.969;3.4;0.1855;0.1037;215.615;334.166;-230.803;27.622;131.255;g
247.717;105.539;23.683;0.4711;0.2762;60.089;192.892;72.154;1.094;11.367.200.000.000.000;g
214.042;140.189;26.345;0.4756;0.2425;-0.8443;7.505;-50.448;23.372;136.33;g
251.194;163.569;22.707;0.4504;0.2332;-110.628;-174.874;145.994;274.012;170.738;g
615.172;148.567;27.694;0.3248;0.1692;641.982;516.806;63.019;12.306;24.347.799.999.999.900;g
564.815;345.541;33.925;0.1632;0.0824;-592.361;364.414;-182.469;1.129;26.895.599.999.999.900;g
125.027;119.627;21.973;0.6921;0.3587;-161.014;89.941;-102.901;39.702;151.754;g
550.304;264.331;28.287;0.2953;0.155;-677.377;271.398;-161.175;82.667;274.001;g
608.973;236.533;29.974;0.2626;0.1514;-561.207;201.166;127.792;0.41100000000000003;273.238;g
129.935;110.298;23.149;0.7506;0.4479;-14.21;6.459;-97.896;50.922;48.618;g
41.326;158.124;26.479;0.3127;0.1609;-152.693;197.499;-7.492.999.999.999.990;134.291;36.181;g
275.007;167.829;29.836;0.3801;0.2248;12.395;238.039;61.622;15.129;917.628;g
577.782;152.163;31.327;0.2063;0.1138;-216.798;386.586;-44.539;30.035;21.274.099.999.999.900;g
230.372;74.659;25.132;0.7301;0.3819;144.851;78.437;-41.482;37.469;212.49;g
252.832;97.658;24.417;0.5353;0.3165;-92.094;-172.168;-7.93;37.32;136.059;g
199.527;65.626;22.292;0.8201;0.5162;176.483;165.275;-51.195;56.684;189.301;g
281.075;166.515;27.059;0.4114;0.2392;265.774;189.105;70.052;43.177;555.549;g
296.936;184.962;26.117;0.3521;0.2262;25.285;-130.794;-100.594;355.052;561.804;g
524.962;259.855;32.056;0.2068;0.1124;394.791;311.899;-11.331;89.195;24.658.900.000.000.000;g
248.266;196.036;27.903;0.3517;0.1807;-93.369;122.436;-98.358;5.132.000.000.000.000;144.517;g
227.595;164.605;27.003;0.4905;0.2662;0.1207;22.096.999.999.999.900;-131.883;320.104;133.187;g
299.425;145.918;25.955;0.3604;0.2221;-107.008;21.144.000.000.000.000;8.245;59.751;198.41;g
259.384;162.946;23.901;0.4644;0.2424;367.565;-147.785;125.522;26.631.999.999.999.900;10.797.200.000.000.000;g
382.411;158.063;29.063;0.2605;0.1445;180.123;166.159;37.254;13.963;22.368.900.000.000.000;g
169.023;108.956;2.248;0.6215;0.3983;-0.7233;41.971;-77.875;67.477;682.083;g
424.526;152.802;27.007;0.3008;0.1863;411.634;257.461;-34.215;119.391;12.281.299.999.999.900;g
656.681;29.529;28.751;0.2893;0.17800000000000002;-380.315;-400.109;-316.672;99.265;286.931;g
196.428;154.887;24.241;0.4746;0.2768;-49.703;170.838;81.319;510.691;252.673;g
952.785;239.407;29.689;0.2825;0.1606;-121.83;764.394;174.341;49.547;278.095;g
317.518;149.318;26.817;0.3517;0.1883;-81.542;184.968;115.886;4.706;202.458;g
119.109;179.183;25.237;0.3563;0.1871;-136.411;977.142;-12.294;3.444;320.563;g
273.093;181.957;25.922;0.3274;0.1752;23.535.999.999.999.900;195.152;-114.719;40.08;235.582;g
621.599;191.734;29.304;0.2617;0.1403;262.062;420.676;-133.103;2.228;23.565.599.999.999.900;g
259.153;154.458;2.695;0.4823;0.3239;54.772;-221.741;-91.538;429.788;713.384;g
28.085;128.567;25.927;0.4981;0.3282;24.313;130.427;-69.039;254.082;179.107;g
245.803;0.0;20.626;0.7359;0.4372;-248.054;-169.628;0.0;880.912;155.971;g
691.062;264.615;30.156;0.1495;0.0767;-13.777.000.000.000.000;-236.209;176.167;9.783;172.123;g
406.449;133.364;25.855;0.387;0.2247;-19.069.999.999.999.900;-289.783;9.952;57.872;232.282;g
231.456;10.427.999.999.999.900;23.118;0.639;0.3293;-192.469;-168.162;6.931;605.205;102.47;g
225.255;185.272;25.855;0.387;0.2325;-185.124;-87.272;-91.071;393.295;991.468;g
811.973;35.969;40.645;0.1032;0.053;863.106;692.886;-102.372;0.614;236.321;g
715.718;181.608;3.141;0.1843;0.1124;-961.817;256.655;110.953;46.137;23.469.299.999.999.900;g
402.789;233.107;28.476;0.4006;0.282;-456.908;-281.249;-168.017;20.323;284.663;g
210.971;8.621;23.617;0.6391;0.4022;-28.595;139.122;104.155;5.361.000.000.000.000;104.977;g
482.117;172.202;30.063;0.2316;0.1217;79.032;-224.167;-112.358;44.309;205.195;g
232.176;106.981;22.945;0.6548;0.3579;179.424;182.835;77.301;13.097.999.999.999.900;194.157;g
227.928;127.685;23.253;0.4775;0.2388;15.677;-111.945;30.901;8.78;105.52;g
417.826;197.467;31.945;0.3355;0.16899999999999998;291.888;257.764;6.237;1.328;187.952;g
302.838;79.487;2.281;0.5183;0.2592;379.863;151.299;-55.920.000.000.000.000;90.681;155.164;g
557.731;174.901;26.781;0.2497;0.1291;-811.278;348.251;122.306;104.898;187.696;g
590.802;257.911;29.457;0.2538;0.1422;-383.612;505.402;-171.036;10.501;290.778;g
29.805;123.865;24.579;0.4146;0.2317;-33.275;221.946;68.552;413.475;19.471.099.999.999.900;g
24.089.000.000.000.000;88.371;2.301;0.635;0.3975;269.748;9.164;-95.814;419.756;229.267;g
191.139;101.348;23.522;0.5422;0.2867;-251.733;-6.977;35.544;40.884;696.987;g
348.445;215.673;27.110.000.000.000.000;0.2879;0.1527;15.901;128.881;-195.261;58.769;117.459;g
418.803;221.277;33.672;0.3164;0.1801;447.981;294.729;195.997;22.801;20.061.900.000.000.000;g
670.577;358.086;30.506;0.2118;0.1073;-103.564;31.276.999.999.999.900;-228.671;73.095;28.395.799.999.999.900;g
425.871;215.638;30.235;0.3439;0.2108;36.865;376.912;16.828;18.593;16.746.900.000.000.000;g
291.046;142.871;24.864;0.3687;0.2104;423.025;-151.837;74.776;0.0578;22.478.400.000.000.000;g
169.503;105.943;23.385;0.6697;0.4151;25.271;-61.621;81.174;691.045;200.555;g
102.855;374.382;4.155;0.0953;0.0487;113.67;855.771;23.92;1.037;272.216;g
180.601;144.363;24.281;0.6903;0.3825;45.549;137.742;-91.656;9.44;112.538;g
958.184;187.996;26.405;0.341;0.1751;-489.436;-606.794;15.585;6.415;244.669;g
233.895;171.735;25.334;0.4305;0.2592;2.121;187.541;-76.769;126.605;623.795;g
285.828;170.516;26.594;0.3527;0.2026;-156.348;-162.065;-36.791;3.05;18.116.099.999.999.900;g
840.375;351.717;37.263;0.1745;0.0921;78.038;530.591;101.184;0.401;336.464;g
384.109;29.424;34.013;0.2239;0.1228;112.064;262.921;-131.971;0.16699999999999998;901.031;g
175.606;108.413;23.385;0.5826;0.3096;222.881;99.063;-37.475;167.345;158.607;g
370.689;16.538;26.498;0.3337;0.1736;-291.614;-113.445;114.908;2.76;129.665;g
279.879;127.318;24.579;0.4913;0.27699999999999997;74.178;-192.604;-92.377;6.261;188.477;g
369.557;162.352;29.645;0.3429;0.2111;34.052;189.984;-65.638;2.511;18.596.099.999.999.900;g
358.791;205.591;27.716;0.3198;0.1616;-333.079;72.215;-15.632;10.257;127.459;g
417.005;191.167;27.931;0.2222;0.1167;652.111;305.875;127.169;227.226;149.869;g
531.406;190.322;27.868;0.2369;0.1234;858.011;-474.196;69.362;27.357;193.562;g
280.998;185.689;28.663;0.3592;0.2143;194.371;196.038;-98.189;2.906;121.75;g
364.776;13.547;27.328;0.3589;0.1933;-81.838;-320.062;77.308;62.452;231.05;g
614.489;240.428;32.683;0.1822;0.0925;-101.756;373.025;148.199;73.758;262.074;g
104.113;412.098;41.523;0.096;0.0545;-284.823;835.112;208.342;1.828;311.279;g
20.928;120.626;23.064;0.5037;0.2741;-12.498;79.479.999.999.999.900;-111.146;18.549;15.475.799.999.999.900;g
905.525;364.024;39.952;0.1171;0.0632;-384.156;713.796;-104.312;4.077;294.691;g
115.325;571.397;33.983;0.1467;0.0937;-376.078;-795.937;534.387;4.588;303.806;g
72.656;217.885;31.421;0.2091;0.1294;381.011;783.007;-102.505;116.577;14.096.200.000.000.000;g
658.187;217.078;32.692;0.2185;0.1111;-77.72;459.937;145.994;32.964;252.706;g
202.318;158.402;25.752;0.4176;0.2274;-17.113;10.165;-45.919;78.633;161.134;g
321.447;193.534;2.635;0.34299999999999997;0.1796;209.922;127.919;82.013;623.724;74.779;g
377.811;150.295;26.522;0.3653;0.2327;167.802;368.285;-76.542;11.192;262.707;g
100.185;334.334;36.305;0.125;0.0666;554.799;93.13;175.311;3.049;263.678;g
889.364;337.546;36.536;0.1896;0.0973;-658.017;629.067;212.552;2.693;319.899;g
233.113;176.725;24.409;0.4312;0.2627;-93.867;-189.766;-150.628;820.579;168.579;g
224.471;177.029;24.706;0.4061;0.2081;53.348;95.615;-125.984;201.636;18.478.099.999.999.900;g
432.057;150.189;28.417;0.3297;0.2009;267.122;35.045;-72.156;4.438;193.438;g
285.515;168.605;25.832;0.4021;0.2676;215.225;194.031;-83.458;17.652;20.825.400.000.000.000;g
129.223;112.174;22.292;0.7375;0.4336;-146.013;75.715;9.31;827.517;12.623.899.999.999.900;g
224.171;163.697;26.309;0.4585;0.2327;-118.519;92.871;106.345;13.357;184.921;g
130.893;110.311;21.222;0.7623;0.4113;-147.038;45.016;-116.194;98.482;106.086;g
506.671;152.077;30.643;0.2751;0.1505;-71.702;-120.942;-90.896;0.054000000000000006;208.903;g
640.316;145.597;28.376;0.4157;0.2362;497.586;630.651;86.793;4.13;207.657;g
318.879;16.651;26.091;0.31;0.1587;252.696;175.417;-16.307.000.000.000.000;313.209;683.407;g
208.577;71.651;20.588;0.6987;0.3537;12.862;-84.705;-60.613;412.181;240.018;g
880.329;245.386;37.146;0.1897;0.1137;-451.803;70.259;79.246;1.607;316.605;g
593.429;201.505;31.977;0.3476;0.2204;-329.171;509.459;-168.899;39.819.999.999.999.900;298.244;g
199.142;129.894;24.385;0.4954;0.2532;145.792;58.693;34.161;53.016.000.000.000.000;490.425;g
499.507;201.441;32.653;0.1873;0.0953;169.113;179.832;-57.283;0.4481;226.752;g
685.292;290.767;35.189.999.999.999.900;0.1495;0.0752;243.543;521.517;159.911;4.265;191.387;g
103.301;23.459;34.281;0.1552;0.0841;106.973;951.682;-104.938;2.053;274.182;g
876.315;229.145;28.369.999.999.999.900;0.2911;0.1623;-771.007;45.775;-19.912;24.188;321.79;g
327.716;223.119;25.775;0.2328;0.1204;58.112;186.852;198.618;273.093;958.153;g
549.239;222.381;31.830.000.000.000.000;0.2218;0.1178;190.434;533.134;139.454;4.34;235.294;g
784.848;134.146;24.983;0.4444;0.2778;940.254;-410.307;80.336;0.13;202.04;g
475.067;233.557;28.979;0.2315;0.1183;183.752;364.954;162.496;56.571;257.551;g
253.202;9.612;25.569;0.6241;0.3925;0.4347;214.067;-83.583;5.08;216.813;g
214.802;115.451;23.766;0.6008;0.313;107.882;202.038;89.408;34.988;971.281;g
194.394;169.197;2.273;0.4747;0.2747;125.394;184.987;124.998;29.741.999.999.999.900;101.555;g
20.801;125.919;23.531;0.5188;0.3215;159.369;152.411;-35.753;233.742;708.116;g
250.814;172.814;28.176;0.4521;0.2686;0.6169;96.426;-4.942;163.615;130.519;g
192.987;74.549;20.774;0.7364;0.4477;-0.7668;56.973;-44.063;2.182;12.942.600.000.000.000;g
744.411;31.976.999.999.999.900;34.806;0.1333;0.067;281.516;546.877;104.169;53.512;23.640.400.000.000.000;g
257.412;160.518;25.416;0.4282;0.217;77.326;227.282;-81.339;17.059;185.854;g
323.656;97.166;25.211;0.5181;0.2726;-0.3136;253.308;52.685;43.291.000.000.000.000;143.377;g
248.621;174.983;26.469;0.3811;0.1995;223.126;250.444;69.124;30.875.999.999.999.900;127.088;g
213.467;102.704;22.504;0.5955;0.3006;-6.894;17.941;107.424;51.857;157.859;g
210.144;71.339;21.287;0.6766;0.3457;-0.2184;4.76;-61.752;800.502;147.092;g
262.364;132.262;2.444;0.48200000000000004;0.2752;177.518;-5.925;97.261;34.849.000.000.000.000;199.666;g
243.015;114.255;25.391;0.5231;0.2702;-17.621;-178.319;80.081;35.861;189.42;g
738.427;254.572;31.664;0.244;0.1483;-471.506;377.488;-283.885;94.318;279.028;g
224.037;128.155;26.767;0.4253;0.2284;-72.648;-3.59;70.587;34.361;785.615;g
394.806;189.588;29.687;0.2773;0.1392;-9.235;247.853;103.638;10.02;15.924.200.000.000.000;g
388.126;320.426;30.986;0.2127;0.1167;452.636;257.333;-240.759;34.586;13.050.799.999.999.900;g
347.766;135.516;25.328;0.4809;0.3065;101.165;326.737;-105.041;150.744;161.569;g
583.282;314.805;34.804;0.1647;0.0848;212.353;478.745;12.987;38.333;22.924.900.000.000.000;g
215.347;11.106;22.175;0.5636;0.2939;-215.407;-19.391;99.859;21.636;113.479;g
109.535;37.033;34.319;0.1561;0.0934;921.223;937.827;306.496;6.105;171.334;g
272.841;151.319;25.669.999.999.999.900;0.3767;0.2344;141.637;161.624;-76.536;116.482;241.794;g
694.337;230.851;29.602;0.3101;0.1693;-342.454;258.116;159.571;95.359;291.627;g
561.006;208.356;2.932;0.2339;0.1433;60.688;463.455;144.139;12.322.000.000.000.000;141.825;g
367.657;143.265;27.875;0.3344;0.1688;76.486;271.529;-59.178;1.892;114.97;g
179.634;102.982;22.765;0.6561;0.3413;215.137;110.116;-6.436;37.525;153.134;g
174.089;136.074;25.099;0.6028;0.4158;60.152;-144.532;88.885;86.211;211.495;g
465.667;255.487;35.403;0.19399999999999998;0.1059;240.793;415.627;140.566;13.249;153.452;g
260.226;143.748;25.453;0.4644;0.3006;313.982;171.045;-120.391;13.985.999.999.999.900;139.172;g
187.287;103.512;21.271;0.5448;0.2873;246.252;80.026;-38.149;46.958.999.999.999.900;225.653;g
219.528;99.429;21.790.000.000.000.000;0.5828;0.3013;53.718;-172.517;-106.395;27.259;18.925.799.999.999.900;g
305.904;165.965;27.063;0.3441;0.2016;59.967;178.634;107.776;158.836;195.0;g
313.756;84.294;24.005;0.5606;0.3519;-140.687;-122.035;-84.104;7.917.000.000.000.000;173.125;g
300.087;128.582;22.405;0.5632;0.2845;230.303;-117.696;-5.721;6.388;264.17;g
294.021;103.135;24.125;0.5687;0.3656;-23.418.000.000.000.000;-262.285;75.898;11.165;145.465;g
587.928;188.266;31.844;0.1995;0.1043;-94.101;-33.669.000.000.000.000;-139.572;53.936;200.618;g
218.698;181.692;24.935;0.3628;0.1878;10.774.000.000.000.000;-91.789;-131.932;65.514;872.234;g
46.347;238.871;28.751;0.2387;0.138;183.389;421.347;-203.238;75.772;20.003.799.999.999.900;g
374.765;248.276;29.643;0.2877;0.1656;503.178;205.619;129.669;8.441;180.572;g
174.943;100.757;24.456;0.6631;0.4283;179.742;134.959;36.117;38.527;12.159.100.000.000.000;g
357.428;113.646;25.496;0.4062;0.2271;-501.549;-120.617;-23.443;20.028;215.085;g
126.725;117.432;20.273;0.7136;0.3615;-151.873;50.536;-114.904;873.142;226.386;g
124.051;120.785;20.394;0.6758;0.3516;168.461;-105.871;0.0;7.605;22.668.599.999.999.900;g
402.084;205.476;27.623;0.2921;0.1755;361.072;230.184;16.219;9.545;14.455.100.000.000.000;g
314.511;222.625;28.943;0.33799999999999997;0.1805;144.846;182.086;-174.056;91.233;24.249.099.999.999.900;g
48.961.999.999.999.900;218.454;28.736;0.2903;0.1559;250.289;45.37;-108.981;9.568.999.999.999.990;668.445;g
278.634;94.193;25.792;0.5296;0.278;57.706;213.019;-8.251;103.051;229.915;g
294.141;18.504;29.199;0.368;0.2351;212.967;172.504;147.789;2.642;188.463;g
331.171;219.778;26.702;0.3056;0.187;55.666;-238.338;179.228;173.965;222.218;g
287.312;93.927;25.769;0.4715;0.2556;-35.263.000.000.000.000;-196.186;61.274;68.387;146.825;g
467.488;95.968;24.983;0.4635;0.2746;225.199;403.481;-90.636;0.4583;21.890.900.000.000.000;g
531.682;241.071;32.047;0.1673;0.0927;429.302;-250.112;100.679;134.803;175.324;g
235.902;186.453;26.702;0.3868;0.2105;-131.999;-190.022;-93.453;468.127;416.219;g
197.829;64.294;22.956;0.8304;0.5392;-167.851;-170.595;-50.057;788.637;130.985;g
216.479;6.754;21.477;0.7117;0.4235;-226.083;-133.675;64.993;17.721;159.755;g
994.298;31.469;36.788;0.1689;0.0885;32.842;723.269;-270.359;0.040999999999999995;34.306.300.000.000.000;g
808.877;257.457;32.017;0.1596;0.08199999999999999;-159.912;6.522.399.999.999.990;-127.133;104.609;22.905.700.000.000.000;g
329.693;234.377;30.392;0.3161;0.1622;26.305.999.999.999.900;226.908;-188.982;125.002;175.6;g
755.072;25.994;34.212;0.2457;0.1598;-487.551;743.902;155.433;4.096;291.434;g
522.552;265.603;32.909;0.1515;0.0827;-25.853;-303.301;-59.967;0.282;24.899.200.000.000.000;g
885.408;295.442;35.244;0.1456;0.0782;549.593;76.142;209.048;22.359;25.115.400.000.000.000;g
222.045;11.463;24.935;0.565;0.2969;135.584;194.675;-63.232;0.3559;638.236;g
414.593;140.764;25.593;0.4717;0.2745;411.222;367.154;-54.829;11.897;149.119;g
24.048.000.000.000.000;188.222;28.192;0.37;0.2039;-13.283;-71.612;148.856;10.665.999.999.999.900;168.979;g
66.473;267.256;37.367;0.1553;0.08;245.698;551.792;123.933;0.467;250.614;g
499.467;13.455;26.217;0.4922;0.2855;253.421;432.372;106.398;19.672;18.831.599.999.999.900;g
340.626;12.306;24.346;0.4559;0.2776;-106.405;148.716;58.357;24.444.000.000.000.000;126.229;g
737.609;26.38;33.736;0.1468;0.0742;-94.464;401.285;-195.048;1.574;245.454;g
375.148;210.421;28.621;0.3187;0.1669;-674.785;301.293;123.711;70.452;263.02;g
962.951;37.594;36.512;0.2069;0.1231;-814.469;457.537;283.626;2.399;340.27;g
367.801;218.545;31.297;0.2248;0.1154;58.438;-236.652;-152.382;7.242.999.999.999.990;198.622;g
332.019;134.598;29.467;0.3663;0.1848;-201.814;-184.191;68.355;52.010.000.000.000.000;138.779;g
381.484;163.098;27.976;0.2805;0.141;0.3796;305.728;-124.215;7.399;186.826;g
238.746;101.047;24.125;0.5609;0.381;55.444;194.584;-88.501;456.526;10.001.299.999.999.900;g
469.218;215.581;3.123;0.1943;0.0998;-419.231;215.116;70.413;10.582;14.136.700.000.000.000;g
208.375;124.907;23.043;0.5012;0.2903;171.401;14.013;-5.746;573.209;19.513.099.999.999.900;g
95.564;288.504;36.901;0.1525;0.0811;-628.422;730.055;16.486;32.455;277.621;g
192.454;12.1;25.152;0.5679;0.3069;-45.578;112.168;-103.992;15.623;156.531;g
